alignment_deviation,body_visibility,forward_head_posture,frame_idx,frame_name,head_tilt_angle,knee_angle,left_shoulder_elev,lower_body_visible,neck_flexion,right_shoulder_elev,shoulder_symmetry,source_video,stance_stability,task_label,timestamp_sec,trunk_flexion,upper_body_visible,weight_shift_offset,wrist_deviation_angle
7.11,2.0,38.54,1180,yt_09_001180.jpg,38.54,133.95,152.35,True,121.67,138.42,15.1,video_9,0.7,Lifting / Picking,0.0,111.48,True,4.03,41.2
9.06,2.0,7.47,1239,yt_09_001239.jpg,7.47,130.83,130.22,True,148.95,132.1,3.66,video_9,0.7,Lifting / Picking,0.0,125.29,True,1.14,18.28
12.01,2.0,2.63,1298,yt_09_001298.jpg,2.63,175.61,121.98,True,159.56,120.14,3.84,video_9,0.7,Lifting / Picking,0.0,129.88,True,0.28,1.4
4.31,2.0,31.21,1357,yt_09_001357.jpg,31.21,80.65,61.61,True,16.4,132.09,12.66,video_9,0.7,Lifting / Picking,0.0,113.49,True,2.72,12.56
6.07,2.0,36.83,1416,yt_09_001416.jpg,36.83,73.4,115.35,True,56.07,119.85,2.67,video_9,0.7,Lifting / Picking,0.0,126.53,True,0.81,8.36
7.9,2.0,14.76,1475,yt_09_001475.jpg,14.76,178.14,139.57,True,119.25,146.67,3.08,video_9,0.7,Lifting / Picking,0.0,145.81,True,0.22,38.05
7.49,2.0,25.98,1534,yt_09_001534.jpg,25.98,169.1,95.81,True,100.39,116.82,4.94,video_9,0.7,Lifting / Picking,0.0,138.39,True,0.11,23.0
4.2,2.0,1.73,1770,yt_09_001770.jpg,1.73,166.55,167.57,True,169.68,126.76,2.28,video_9,0.7,Lifting / Picking,0.0,144.94,True,0.46,1.39
4.47,2.0,2.54,1829,yt_09_001829.jpg,2.54,167.4,167.75,True,172.02,122.96,3.02,video_9,0.7,Lifting / Picking,0.0,146.11,True,0.6,2.37
4.53,2.0,0.83,1888,yt_09_001888.jpg,0.83,174.59,173.23,True,152.39,122.31,2.28,video_9,0.7,Lifting / Picking,0.0,145.29,True,0.38,2.08
7.04,2.0,31.99,2006,yt_09_002006.jpg,31.99,105.57,122.7,True,75.88,163.09,9.75,video_9,0.7,Lifting / Picking,0.0,137.84,True,3.91,21.35
6.08,2.0,25.03,2065,yt_09_002065.jpg,25.03,57.39,156.08,True,88.01,158.35,0.68,video_9,0.7,Lifting / Picking,0.0,147.42,True,1.7,9.89
7.76,2.0,13.46,2124,yt_09_002124.jpg,13.46,164.04,123.72,True,161.37,110.73,5.82,video_9,0.7,Lifting / Picking,0.0,120.82,True,1.81,28.92
6.47,2.0,10.98,2242,yt_09_002242.jpg,10.98,169.25,47.2,True,4.6,40.44,30.75,video_9,0.7,Lifting / Picking,0.0,23.84,True,6.59,8.91
10.27,2.0,7.96,2301,yt_09_002301.jpg,7.96,173.46,97.28,True,84.94,114.4,2.17,video_9,0.7,Lifting / Picking,0.0,141.63,True,0.27,11.23
6.8,2.0,4.57,2360,yt_09_002360.jpg,4.57,164.8,132.68,True,97.39,150.65,5.07,video_9,0.7,Lifting / Picking,0.0,154.66,True,1.69,8.69
1.15,2.0,1.12,2419,yt_09_002419.jpg,1.12,171.02,139.06,True,51.88,159.09,9.26,video_9,0.7,Lifting / Picking,0.0,177.69,True,0.02,4.27
10.94,2.0,57.48,2478,yt_09_002478.jpg,57.48,144.73,86.66,True,173.81,86.49,0.02,video_9,0.7,Lifting / Picking,0.0,161.37,True,11.22,45.49
9.65,2.0,29.21,2537,yt_09_002537.jpg,29.21,133.4,125.11,True,56.87,150.11,3.07,video_9,0.7,Lifting / Picking,0.0,136.51,True,15.6,21.7
5.54,2.0,20.13,2596,yt_09_002596.jpg,20.13,125.93,179.22,True,41.43,162.87,2.66,video_9,0.7,Lifting / Picking,0.0,120.57,True,8.97,15.7
5.75,2.0,21.45,2655,yt_09_002655.jpg,21.45,133.37,150.68,True,48.61,164.79,3.78,video_9,0.7,Lifting / Picking,0.0,117.54,True,9.03,17.82
5.79,2.0,23.65,2714,yt_09_002714.jpg,23.65,127.48,142.27,True,46.27,161.39,12.49,video_9,0.7,Lifting / Picking,0.0,119.93,True,8.98,19.8
9.68,2.0,7.83,2832,yt_09_002832.jpg,7.83,173.65,105.18,True,87.71,127.96,1.52,video_9,0.7,Lifting / Picking,0.0,146.64,True,0.05,10.45
15.72,2.0,59.84,2891,yt_09_002891.jpg,59.84,68.74,155.84,True,168.48,175.93,126.47,video_9,0.7,Lifting / Picking,0.0,155.45,True,23.25,17.84
11.11,2.0,70.1,3009,yt_09_003009.jpg,70.1,18.74,141.93,True,167.63,117.26,91.75,video_9,0.7,Lifting / Picking,0.0,144.83,True,14.84,41.58
10.0,2.0,58.81,3068,yt_09_003068.jpg,58.81,147.31,116.1,True,166.99,35.27,91.59,video_9,0.7,Lifting / Picking,0.0,139.6,True,13.88,73.8
7.31,2.0,22.96,3127,yt_09_003127.jpg,22.96,98.99,66.26,True,84.52,2.29,101.31,video_9,0.7,Lifting / Picking,0.0,17.63,True,7.43,90.41
4.15,2.0,12.08,3245,yt_09_003245.jpg,12.08,133.23,117.35,True,152.37,147.8,3.53,video_9,0.7,Lifting / Picking,0.0,140.05,True,0.87,14.41
5.85,2.0,18.15,3304,yt_09_003304.jpg,18.15,62.12,160.2,True,109.77,173.49,1.74,video_9,0.7,Lifting / Picking,0.0,145.46,True,1.45,9.78
5.22,2.0,2.31,3363,yt_09_003363.jpg,2.31,175.67,169.81,True,164.87,168.65,6.92,video_9,0.7,Lifting / Picking,0.0,161.91,True,1.48,18.2
7.35,2.0,30.07,3422,yt_09_003422.jpg,30.07,151.02,176.26,True,113.97,165.6,4.7,video_9,0.7,Lifting / Picking,0.0,158.92,True,0.32,21.49
6.84,2.0,35.65,3481,yt_09_003481.jpg,35.65,174.78,108.37,True,64.19,115.53,3.46,video_9,0.7,Lifting / Picking,0.0,136.67,True,0.17,5.25
6.26,2.0,32.33,3540,yt_09_003540.jpg,32.33,77.09,134.34,True,61.46,142.84,1.96,video_9,0.7,Lifting / Picking,0.0,111.01,True,3.68,37.24
5.46,2.0,34.99,3599,yt_09_003599.jpg,34.99,53.09,170.09,True,48.55,164.43,1.62,video_9,0.7,Lifting / Picking,0.0,115.99,True,2.77,33.78
5.68,2.0,28.95,3658,yt_09_003658.jpg,28.95,52.02,129.88,True,56.9,74.49,16.78,video_9,0.7,Lifting / Picking,0.0,108.21,True,4.0,9.34
5.64,2.0,29.68,3717,yt_09_003717.jpg,29.68,55.05,11.5,True,40.1,170.28,11.41,video_9,0.7,Lifting / Picking,0.0,111.67,True,4.22,33.53
5.44,2.0,27.53,3776,yt_09_003776.jpg,27.53,71.68,34.01,True,39.77,165.99,16.27,video_9,0.7,Lifting / Picking,0.0,115.83,True,3.46,24.7
5.92,2.0,19.69,3835,yt_09_003835.jpg,19.69,47.5,133.57,True,66.51,148.76,8.11,video_9,0.7,Lifting / Picking,0.0,121.06,True,2.9,8.22
5.69,2.0,16.88,3894,yt_09_003894.jpg,16.88,47.38,146.24,True,64.04,149.44,3.26,video_9,0.7,Lifting / Picking,0.0,124.84,True,2.75,16.7
5.82,2.0,21.92,3953,yt_09_003953.jpg,21.92,52.72,26.62,True,64.21,149.53,12.6,video_9,0.7,Lifting / Picking,0.0,128.06,True,2.1,15.06
6.83,2.0,15.64,4012,yt_09_004012.jpg,15.64,176.81,102.3,True,71.27,127.39,3.05,video_9,0.7,Lifting / Picking,0.0,126.25,True,1.11,5.83
6.27,2.0,16.09,4071,yt_09_004071.jpg,16.09,172.61,90.47,True,95.6,144.94,0.95,video_9,0.7,Lifting / Picking,0.0,147.7,True,0.56,11.0
5.29,2.0,29.31,4366,yt_09_004366.jpg,29.31,62.15,124.79,True,47.76,142.36,2.2,video_9,0.7,Lifting / Picking,0.0,123.42,True,1.91,16.83
5.4,2.0,35.46,4425,yt_09_004425.jpg,35.46,102.16,109.42,True,43.26,127.89,6.09,video_9,0.7,Lifting / Picking,0.0,125.11,True,1.36,16.35
5.7,2.0,33.91,4484,yt_09_004484.jpg,33.91,105.06,73.51,True,26.45,112.52,15.03,video_9,0.7,Lifting / Picking,0.0,101.56,True,4.41,10.94
5.82,2.0,35.07,4543,yt_09_004543.jpg,35.07,130.01,79.52,True,46.78,110.38,3.69,video_9,0.7,Lifting / Picking,0.0,117.48,True,2.35,7.52
5.73,2.0,24.06,4602,yt_09_004602.jpg,24.06,174.24,99.47,True,108.63,76.0,2.23,video_9,0.7,Lifting / Picking,0.0,134.48,True,1.86,16.8
5.01,2.0,19.44,4661,yt_09_004661.jpg,19.44,97.29,122.9,True,93.43,98.92,10.33,video_9,0.7,Lifting / Picking,0.0,134.69,True,0.98,11.54
4.56,2.0,14.26,4720,yt_09_004720.jpg,14.26,61.2,127.12,True,63.43,151.9,10.67,video_9,0.7,Lifting / Picking,0.0,139.53,True,0.07,8.34
3.81,2.0,18.01,4779,yt_09_004779.jpg,18.01,54.64,117.71,True,48.04,146.78,6.38,video_9,0.7,Lifting / Picking,0.0,138.33,True,0.19,11.59
6.29,2.0,25.56,4838,yt_09_004838.jpg,25.56,77.07,102.12,True,93.04,115.01,4.67,video_9,0.7,Lifting / Picking,0.0,126.9,True,0.75,12.72
6.46,2.0,4.64,4897,yt_09_004897.jpg,4.64,178.65,137.68,True,175.96,140.0,18.85,video_9,0.7,Lifting / Picking,0.0,128.59,True,1.16,26.74
7.41,2.0,2.63,4956,yt_09_004956.jpg,2.63,169.84,91.06,True,151.3,102.16,0.79,video_9,0.7,Lifting / Picking,0.0,117.7,True,0.12,41.43
5.4,2.0,25.53,5015,yt_09_005015.jpg,25.53,95.0,158.22,True,155.19,116.99,13.15,video_9,0.7,Lifting / Picking,0.0,126.96,True,0.57,13.01
4.46,2.0,1.8,5074,yt_09_005074.jpg,1.8,101.21,129.02,True,166.3,105.46,4.44,video_9,0.7,Lifting / Picking,0.0,109.64,True,1.02,2.14
5.4,2.0,17.31,5428,yt_09_005428.jpg,17.31,171.71,101.02,True,92.09,137.29,11.39,video_9,0.7,Lifting / Picking,0.0,138.62,True,1.97,6.21
4.44,2.0,11.55,5487,yt_09_005487.jpg,11.55,121.04,126.36,True,87.15,140.61,31.35,video_9,0.7,Lifting / Picking,0.0,151.34,True,5.78,13.69
4.47,2.0,25.91,5546,yt_09_005546.jpg,25.91,161.59,178.3,True,146.85,113.13,31.67,video_9,0.7,Lifting / Picking,0.0,163.84,True,4.9,5.09
8.68,2.0,13.7,5605,yt_09_005605.jpg,13.7,176.23,127.12,True,162.98,103.55,3.8,video_9,0.7,Lifting / Picking,0.0,121.35,True,0.02,22.27
11.92,2.0,36.56,5664,yt_09_005664.jpg,36.56,145.24,145.47,True,154.67,126.89,3.24,video_9,0.7,Lifting / Picking,0.0,165.12,True,0.14,9.46
8.65,2.0,31.31,5723,yt_09_005723.jpg,31.31,173.61,120.84,True,175.45,93.71,10.03,video_9,0.7,Lifting / Picking,0.0,132.05,True,1.24,15.72
3.65,2.0,17.29,5782,yt_09_005782.jpg,17.29,101.65,11.56,True,53.35,101.0,1.18,video_9,0.7,Lifting / Picking,0.0,76.21,True,0.24,9.13
6.75,2.0,14.01,5900,yt_09_005900.jpg,14.01,52.89,85.27,True,65.37,88.47,12.03,video_9,0.7,Lifting / Picking,0.0,19.02,True,10.32,22.25
8.12,2.0,27.57,6077,yt_09_006077.jpg,27.57,147.38,133.78,True,176.13,109.42,0.39,video_9,0.7,Lifting / Picking,0.0,137.48,True,2.05,22.46
